SDBC;12607;Interco Rec 0 SD IP Holdings;0;0;0;0;0;0;0;D;D
SDBC;12608;Interco Rec 0 Lux Co SarL;0;0;0;0;0;0;0;D;D
SDBC;12613;Interco Rec 0 HHBC;2.279.745,98;2.279.745,98;2.279.745,98;2.279.745,98;2.279.745,98;0;0;D;D
SDBC;12615;Interco Rec 0 SDBC;0;0;0;0;0;0;0;D;D
SDBC;12617;Interco Rec 0 ABC;2.139.228,59;2.139.228,59;2.139.228,59;2.139.228,59;2.139.228,59;0;0;D;D
SDBC;13101;Inventory Raw Material;2.556.303,20;2.556.303,20;2.556.303,20;2.556.303,20;2.556.303,20;2.601.198,88;2.601.198,88;F;F
SDBC;13102;Inventory Packing Material;2.899.391,12;2.899.391,12;2.899.391,12;2.899.391,12;2.899.391,12;2.535.876,42;2.535.876,42;F;F
SDBC;13103;In0Transit 0 Raw material;384.596,51;384.596,51;384.596,51;384.596,51;384.596,51;191.050,00;191.050,00;F;F
SDBC;13104;Intermediate;1.233.914,43;1.233.914,43;1.233.914,43;1.233.914,43;1.233.914,43;1.403.782,21;1.403.782,21;F;F
SDBC;13105;Raw Material 0 Adjustment;15.263,89;15.263,89;15.263,89;15.263,89;15.263,89;15.124,37;15.124,37;F;F
SDBC;13106;Pack Material 0 Adjustment;52.105,71;52.105,71;52.105,71;52.105,71;52.105,71;50.785,48;50.785,48;F;F
SDBC;13107;Intermediate 0 Adjustment;9.442,94;9.442,94;9.442,94;9.442,94;9.442,94;9.693,30;9.693,30;F;F
SDBC;13108;Finished Goods 0 Adjustment;32.335,88;32.335,88;32.335,88;32.335,88;32.335,88;29.982,14;29.982,14;F;F
SDBC;13109;Fixed Cost on Inventory;0;0;0;0;0;0;0;F;F
SDBC;13201;Inventory WIP;212,54;212,54;212,54;212,54;212,54;1.688,36;1.688,36;F;F
SDBC;13203;WIP Overhead;691.986,04;691.986,04;691.986,04;691.986,04;691.986,04;300.569,46;300.569,46;F;F
SDBC;13301;Inventory Finished Product;3.386.187,08;3.386.187,08;3.386.187,08;3.386.187,08;3.386.187,08;4.059.759,92;4.059.759,92;F;F
SDBC;13302;SO Packing Slip Offset;0;0;0;0;0;0;0;F;F
SDBC;13303;Variable Cost Spend Variance 0 Current Month;226.723,42;226.723,42;226.723,42;226.723,42;226.723,42;283.673,60;283.673,60;F;F
SDBC;13310;Raw Material 0 Purch Price Var 0 Current Month;1.007.624,05;1.007.624,05;1.007.624,05;1.007.624,05;1.007.624,05;51.398,35;51.398,35;F;F
SDBC;13311;Packing Material 0 Purch Price Var 0 Current Month;467.210,26;467.210,26;467.210,26;467.210,26;467.210,26;847.559,78;847.559,78;F;F
SDBC;13312;Intermediates 0 Purch Price Var 0 Current Month;0;0;0;0;0;0;0;F;F
SDBC;13313;Finished Goods 0 Purch Price Var 0 Current Month;2.969,00;2.969,00;2.969,00;2.969,00;2.969,00;172,88;172,88;F;F
SDBC;13400;Storeroom Inventory;0;0;0;0;0;0;0;F;F
SDBC;13501;Inventory 0 capitalized costs;0;0;0;0;0;0;0;F;F
SDBC;13502;Depreciation On Inventory;295.562,65;295.562,65;295.562,65;295.562,65;295.562,65;295.562,65;295.562,65;F;F
SDBC;13600;Inventory Valuation Reserve;22.988,77;22.988,77;22.988,77;22.988,77;22.988,77;25.280,26;25.280,26;F;F
SDBC;14001;Deferred Income Taxes;0;0;0;0;0;0;0;JJ;JJ
SDBC;14111;Prepaid Expenses;337.366,21;337.366,21;337.366,21;337.366,21;337.366,21;0;0;E;E
SDBC;14114;Prepaid Marketing;42.346,53;42.346,53;42.346,53;42.346,53;42.346,53;1.167.346,52;1.167.346,52;E;E
SDBC;14115;Prepaid IT maintenance;403.588,01;403.588,01;403.588,01;403.588,01;403.588,01;330.716,64;330.716,64;E;E
SDBC;14121;Prepaid Insurance;181.905,57;181.905,57;181.905,57;181.905,57;181.905,57;643.382,77;643.382,77;E;E
SDBC;14125;Short0term deposits;0;0;0;0;0;0;0;E;E
SDBC;14131;Prepaid Rent;2.044.489,24;2.044.489,24;2.044.489,24;2.044.489,24;2.044.489,24;76.424,98;76.424,98;E;E
SDBC;14141;Prepaid Taxes;129.394,77;129.394,77;129.394,77;129.394,77;129.394,77;21.568,31;21.568,31;E;E
SDBC;15101;Land;0;0;0;0;0;0;0;M;M
SDBC;15102;Land 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15151;Land Improvements;21.362,53;21.362,53;21.362,53;21.362,53;21.362,53;16.975,59;16.975,59;M;M
SDBC;15152;Land Improvements 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15201;Buildings;112.793,86;112.793,86;112.793,86;112.793,86;112.793,86;112.793,86;112.793,86;M;M
SDBC;15202;Buildings 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15251;Machinery and Equipment;84.439.301,22;84.439.301,22;84.439.301,22;84.439.301,22;84.439.301,22;90.800.655,90;90.800.655,90;M;M
SDBC;15252;Machinery and Equipment 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15271;Capitalized MRO Spares;15.875,93;15.875,93;15.875,93;15.875,93;15.875,93;15.875,93;15.875,93;M;M
SDBC;15301;Furniture and Fixtures;250.959,78;250.959,78;250.959,78;250.959,78;250.959,78;250.959,78;250.959,78;M;M
SDBC;15302;Furniture and Fixtures 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15351;Office and Computer Equipment;1.632.105,21;1.632.105,21;1.632.105,21;1.632.105,21;1.632.105,21;1.536.980,42;1.536.980,42;M;M
SDBC;15352;Office and Computer Equipment 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15401;Vehicles;9.940,60;9.940,60;9.940,60;9.940,60;9.940,60;9.940,60;9.940,60;M;M
SDBC;15402;Vehicles 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15451;Construction in Progress;9.728.647,33;9.728.647,33;9.728.647,33;9.728.647,33;9.728.647,33;2.838.835,61;2.838.835,61;M;M
SDBC;15501;Leasehold Improvements;9.013.839,69;9.013.839,69;9.013.839,69;9.013.839,69;9.013.839,69;8.851.220,71;8.851.220,71;M;M
SDBC;15502;Leasehold Improvements 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15551;Capital Leased Assets;11.973.698,09;11.973.698,09;11.973.698,09;11.973.698,09;11.973.698,09;11.973.698,09;11.973.698,09;M;M
SDBC;15552;Capital Leased Assets 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15601;Other Property, Plant and Equipment;0;0;0;0;0;0;0;M;M
SDBC;15602;Other Property, Plant and Equipment 0 Step Up Valuation;0;0;0;0;0;0;0;M;M
SDBC;15651;Capitalized Computer Software;6.233.861,90;6.233.861,90;6.233.861,90;6.233.861,90;6.233.861,90;6.235.427,90;6.235.427,90;M;M
SDBC;16151;Acc Dep 0 Land Improvements;7.759,71;7.759,71;7.759,71;7.759,71;7.759,71;6.587,59;6.587,59;M;M
SDBC;16201;Acc Dep 0 Buildings;55.442,68;55.442,68;55.442,68;55.442,68;55.442,68;45.524,14;45.524,14;M;M
SDBC;16251;Acc Dep 0 Machinery & Equipment;50.020.279,79;50.020.279,79;50.020.279,79;50.020.279,79;50.020.279,79;49.241.899,17;49.241.899,17;M;M
SDBC;16271;Acc Dep 0 Capitalized MRO Spares;15.875,93;15.875,93;15.875,93;15.875,93;15.875,93;15.875,93;15.875,93;M;M
SDBC;16301;Acc Dep 0 Furniture & Fixtures;246.872,64;246.872,64;246.872,64;246.872,64;246.872,64;245.891,91;245.891,91;M;M
SDBC;16351;Acc Dep 0 Office/Computer Equipment;1.425.731,34;1.425.731,34;1.425.731,34;1.425.731,34;1.425.731,34;1.354.413,50;1.354.413,50;M;M
SDBC;16401;Acc Dep 0 Vehicles;9.943,52;9.943,52;9.943,52;9.943,52;9.943,52;9.943,52;9.943,52;M;M
SDBC;16501;Acc Dep 0 Leasehold Improvements;6.002.246,59;6.002.246,59;6.002.246,59;6.002.246,59;6.002.246,59;4.924.646,01;4.924.646,01;M;M
SDBC;16551;Acc Dep 0 Capital Leased Assets;4.940.191,67;4.940.191,67;4.940.191,67;4.940.191,67;4.940.191,67;4.333.869,59;4.333.869,59;M;M
SDBC;16601;Acc Dep 0 Other Prop/Plant/Equipment;0;0;0;0;0;0;0;M;M
SDBC;16651;Acc Amort 0 Capitalized Computer Software;5.792.481,61;5.792.481,61;5.792.481,61;5.792.481,61;5.792.481,61;5.330.016,26;5.330.016,26;M;M
SDBC;18011;Investment 0 Interest Rate Swaps;0;0;0;0;0;0;0;H;H
SDBC;18101;Interco Investments;0;0;0;0;0;0;0;D;D
SDBC;18203;I/C Note Receivable 0 SDNA;0;0;0;0;0;0;0;D;D
SDBC;18204;I/C Note Receivable 0 Harvest Hill Beverages Co;0;0;0;0;0;0;0;D;D
SDBC;18207;I/C Note Receivable 0 SD IP Holdings;0;0;0;0;0;0;0;D;D
SDBC;18208;I/C Note Receivable 0 Lux Co SarL;0;0;0;0;0;0;0;D;D
SDBC;19001;Goodwill;99.301.927,52;99.301.927,52;99.301.927,52;99.301.927,52;99.301.927,52;99.301.927,52;99.301.927,52;R;R
SDBC;19002;Goodwill 0 Accum Amortization;61.179.119,08;61.179.119,08;61.179.119,08;61.179.119,08;61.179.119,08;53.731.474,45;53.731.474,45;R;R
SDBC;19101;Trademarks, Patents and Copywrites;40.800.000,00;40.800.000,00;40.800.000,00;40.800.000,00;40.800.000,00;40.800.000,00;40.800.000,00;S;S
SDBC;19102;Customer Related Intangibles;0;0;0;0;0;0;0;S;S
SDBC;19103;Technology 0 Owned;0;0;0;0;0;0;0;S;S
SDBC;19104;Technology 0 License;7.007.777,86;7.007.777,86;7.007.777,86;7.007.777,86;7.007.777,86;7.602.777,85;7.602.777,85;S;S
SDBC;19105;Definite Lived Trademarks;1.312.499,95;1.312.499,95;1.312.499,95;1.312.499,95;1.312.499,95;1.469.999,95;1.469.999,95;S;S
SDBC;19521;Deferred Income Taxes 0 Non Current;0;0;0;0;0;0;0;JJ;JJ
SDBC;19600;Storeroom Inventory Reclass;0;0;0;0;0;0;0;H;H
SDBC;19650;Interim 0 Storeroom Inventory Reclass;0;0;0;0;0;0;0;H;H
SDBC;19660;Obsolescence Reserve;0;0;0;0;0;0;0;F;F
SDBC;19700;Non0qualified 401K asset;0;0;0;0;0;0;0;H;H
SDBC;19999;Other Assets;131.589,35;131.589,35;131.589,35;131.589,35;131.589,35;131.589,35;131.589,35;H;H
SDBC;21001;Accounts Payable Trade;20.635.687,75;20.635.687,75;20.635.687,75;20.635.687,75;20.635.687,75;19.258.712,78;19.258.712,78;CC;CC
SDBC;21002;Bank Overdrafts;0;0;0;0;0;0;0;CC;CC
SDBC;21003;Interim Liabilities 0 A/P Registered;0;0;0;0;0;435.404,81;435.404,81;CC;CC
SDBC;21004;GR/IR 0 Storeroom/Expenses;199.385,49;199.385,49;199.385,49;199.385,49;199.385,49;131.580,08;131.580,08;CC;CC
SDBC;21005;GR/IR 0 Fixed Assets;37.406,30;37.406,30;37.406,30;37.406,30;37.406,30;1.717,03;1.717,03;CC;CC
SDBC;21006;GR/IR 0 Raw/Pack Material;6.070.436,73;6.070.436,73;6.070.436,73;6.070.436,73;6.070.436,73;3.302.239,70;3.302.239,70;CC;CC
SDBC;21007;GR/IR 0 Raw/Pack Material Contra;236.877,07;236.877,07;236.877,07;236.877,07;236.877,07;0;0;CC;CC
SDBC;21015;T&E Payable;0;0;0;0;0;0;0;CC;CC
SDBC;21030;Accrued manufacturing Expenses;788.517,07;788.517,07;788.517,07;788.517,07;788.517,07;1.412.385,56;1.412.385,56;CC;CC
SDBC;21040;Accrued Freight;1.476.340,48;1.476.340,48;1.476.340,48;1.476.340,48;1.476.340,48;1.422.128,78;1.422.128,78;HH;HH
SDBC;21602;Interco Pay 0 ABC;80.632,95;80.632,95;80.632,95;80.632,95;80.632,95;0;0;D;D
SDBC;21603;Interco Pay 0 SDNA;0;0;0;0;0;0;0;D;D
SDBC;21604;Interco Pay 0 Harvest Hill Beverages Co;34.961,96;34.961,96;34.961,96;34.961,96;34.961,96;4.590.534,77;4.590.534,77;D;D
SDBC;21605;Interco Pay 0 Elations Company;0;0;0;0;0;0;0;D;D
SDBC;21607;Interco Pay 0 SD IP Holdings;0;0;0;0;0;0;0;D;D
SDBC;21610;Intercompany Working Capital;0;0;0;0;0;0;0;D;D
SDBC;21613;Interco Pay 0 HHBC;5.148.245,87;5.148.245,87;5.148.245,87;5.148.245,87;5.148.245,87;0;0;D;D
SDBC;21614;Interco Pay 0 HHBC (Manual);191.703,37;191.703,37;191.703,37;191.703,37;191.703,37;0;0;D;D
SDBC;21615;Interco Pay 0 SDBC;0;0;0;0;0;0;0;D;D
SDBC;21616;Interco Pay 0 SDBC (Manual);0;0;0;0;0;0;0;D;D
SDBC;21617;Interco Pay 0 ABC;415.813,31;415.813,31;415.813,31;415.813,31;415.813,31;0;0;D;D
SDBC;21618;Interco Pay 0 ABC (Manual);0;0;0;0;0;0;0;D;D
SDBC;22001;Accrued Marketing;291.934,00;291.934,00;291.934,00;291.934,00;291.934,00;161.473,82;161.473,82;HH;HH
SDBC;22003;Accrued Coupon Liability;64.204,40;64.204,40;64.204,40;64.204,40;64.204,40;158.937,22;158.937,22;HH;HH
SDBC;22004;Accrued Trade Funds CY;3.671.569,89;3.671.569,89;3.671.569,89;3.671.569,89;3.671.569,89;3.256.547,84;3.256.547,84;HH;HH
SDBC;22005;Accrued Trade Funds 0 DSD;0;0;0;0;0;0;0;HH;HH
SDBC;22006;Accrued Deduction Experience Rate;85.074,30;85.074,30;85.074,30;85.074,30;85.074,30;1.276.348,53;1.276.348,53;HH;HH
SDBC;22007;Accrued Trade Funds PY;0;0;0;0;0;0;0;HH;HH
SDBC;22008;Accrued Loss/Damage;351.817,26;351.817,26;351.817,26;351.817,26;351.817,26;0;0;HH;HH
SDBC;22009;Accrued Penalty/Fines;235.116,27;235.116,27;235.116,27;235.116,27;235.116,27;0;0;HH;HH
SDBC;22010;Accrued Sales Development Funds;0;0;0;0;0;0;0;HH;HH
SDBC;22013;Accrued Interest 0 Debt;0;0;0;0;0;0;0;HH;HH
SDBC;22100;Accrued Salaries & Wages;163.615,38;163.615,38;163.615,38;163.615,38;163.615,38;876.398,62;876.398,62;HH;HH
SDBC;22101;Accrued Severance;0;0;0;0;0;47.333,28;47.333,28;HH;HH
SDBC;22105;Accrued Bonus;477.756,59;477.756,59;477.756,59;477.756,59;477.756,59;855.450,03;855.450,03;HH;HH
SDBC;22110;Accrued Vacation Pay;2.193,41;2.193,41;2.193,41;2.193,41;2.193,41;123.120,77;123.120,77;HH;HH
SDBC;22115;Accrued Payroll Taxes;0;0;0;0;0;0;0;HH;HH
SDBC;22120;Accrued Medical Benefits;0;0;0;0;0;0;0;HH;HH
SDBC;22121;Accrued 401k Plan;0;0;0;0;0;0;0;HH;HH
SDBC;22125;Accrued Workers Compensation;701.823,00;701.823,00;701.823,00;701.823,00;701.823,00;785.223,00;785.223,00;HH;HH
SDBC;22130;Accrued Accounting/Tax Fess;0;0;0;0;0;0;0;HH;HH
SDBC;22135;Accrued Legal Fees;0;0;0;0;0;0;0;HH;HH
SDBC;22140;Accrued Wine Excise Tax;0;0;0;0;0;0;0;HH;HH
SDBC;22175;Accrued Commissions;362.724,41;362.724,41;362.724,41;362.724,41;362.724,41;661.568,26;661.568,26;HH;HH
SDBC;22198;Derivative Liability;0;0;0;0;0;0;0;HH;HH
SDBC;22199;Other Accrued Liabilities;291.223,65;291.223,65;291.223,65;291.223,65;291.223,65;281.899,04;281.899,04;HH;HH
SDBC;22250;Employee Benefits Payable;841.182,29;841.182,29;841.182,29;841.182,29;841.182,29;1.296.967,96;1.296.967,96;HH;HH
SDBC;22260;Union Dues Payable;0;0;0;0;0;0;0;HH;HH
SDBC;22301;Lease Valuation Liability 0 Current;1.021.374,05;1.021.374,05;1.021.374,05;1.021.374,05;1.021.374,05;1.021.374,05;1.021.374,05;QQ;QQ
SDBC;22501;Current Portion of LT Debt;21.500.000,00;21.500.000,00;21.500.000,00;21.500.000,00;21.500.000,00;21.500.000,00;21.500.000,00;PP;PP
SDBC;22503;Revolving Debt 0 Current;0;0;0;0;0;0;0;PP;PP
SDBC;22504;Debt Issuance Costs 0 Revolver;239.390,55;239.390,55;239.390,55;239.390,55;239.390,55;291.939,66;291.939,66;PP;PP
SDBC;22505;Capital Lease Obligation 0 Current;1.018.425,62;1.018.425,62;1.018.425,62;1.018.425,62;1.018.425,62;1.018.425,62;1.018.425,62;QQ;QQ
SDBC;24502;Income Tax Payable;303.474,08;303.474,08;303.474,08;303.474,08;303.474,08;174.474,08;174.474,08;JJ;JJ
SDBC;24503;Bottle Returns Payable;0;0;0;0;0;0;0;HH;HH
SDBC;24505;Deferred Tax Liability 0 Current Portion;0;0;0;0;0;0;0;JJ;JJ
SDBC;24506;Property Taxes Payable;914.390,96;914.390,96;914.390,96;914.390,96;914.390,96;1.040.475,94;1.040.475,94;HH;HH
SDBC;24510;Bottle Tax Payable 0 CA;207.498,73;207.498,73;207.498,73;207.498,73;207.498,73;264.429,48;264.429,48;HH;HH
SDBC;24511;Bottle Tax Payable 0 ME;0;0;0;0;0;0;0;HH;HH
SDBC;24512;Bottle Tax Payable 0 OR;50.821,95;50.821,95;50.821,95;50.821,95;50.821,95;5.705,75;5.705,75;HH;HH
SDBC;24513;Bottle Tax Payable 0 NY;41.720,42;41.720,42;41.720,42;41.720,42;41.720,42;43.459,04;43.459,04;HH;HH
SDBC;24514;Bottle Tax Payable 0 CT;19.467,61;19.467,61;19.467,61;19.467,61;19.467,61;20.016,34;20.016,34;HH;HH
SDBC;24515;Bottle Tax Payable 0 HI;670,1;670,1;670,1;670,1;670,1;598;598;HH;HH
SDBC;24516;Bottle Tax Payable 0 Baltimore;2.474,22;2.474,22;2.474,22;2.474,22;2.474,22;2.247,71;2.247,71;HH;HH
SDBC;24517;Bottle Tax Payable 0 MA;0;0;0;0;0;0;0;HH;HH
SDBC;24518;Bottle Tax Payable 0 Northeast;22.885,14;22.885,14;22.885,14;22.885,14;22.885,14;8.762,02;8.762,02;HH;HH
SDBC;24519;Bottle Tax Payable 0 IA;0;0;0;0;0;0;0;HH;HH
SDBC;24520;Bottle Tax Payable 0 VT;0;0;0;0;0;0;0;HH;HH
SDBC;24521;Bottle Tax Payable 0 MI;0;0;0;0;0;0;0;HH;HH
SDBC;24522;Sugar Tax Payable 0 Philadelphia;3.284,14;3.284,14;3.284,14;3.284,14;3.284,14;4.355,14;4.355,14;HH;HH
SDBC;24701;US Sales Tax Liability;2.715,69;2.715,69;2.715,69;2.715,69;2.715,69;2.709,15;2.709,15;HH;HH
SDBC;24702;GST/HST Tax Liability;19.582,05;19.582,05;19.582,05;19.582,05;19.582,05;40.180,73;40.180,73;HH;HH
SDBC;26000;Long0term Debt 0 Term;152.584.050,00;152.584.050,00;152.584.050,00;152.584.050,00;152.584.050,00;172.084.050,00;172.084.050,00;PP;PP
SDBC;26001;Debt Issuance Costs 0 Long0term;4.023.470,15;4.023.470,15;4.023.470,15;4.023.470,15;4.023.470,15;4.706.700,92;4.706.700,92;PP;PP
SDBC;26003;Long0term Debt 0 Revolver;0;0;0;0;0;0;0;PP;PP
SDBC;26005;Capital Lease Obligation 0 Non Current;6.442.874,68;6.442.874,68;6.442.874,68;6.442.874,68;6.442.874,68;7.197.031,92;7.197.031,92;QQ;QQ
SDBC;26103;I/C Note Payable 0 SDNA;0,01;0,01;0,01;0,01;0,01;0,01;0,01;D;D
SDBC;26104;I/C Note Payable 0 Harvest Hill Beverages Co;0;0;0;0;0;0;0;D;D
SDBC;26107;I/C Note Payable 0 SD IP Holdings;0;0;0;0;0;0;0;D;D
SDBC;26110;Intercompany Debt;0;0;0;0;0;0;0;D;D
SDBC;27100;Non Current Deferred Tax;27.695.630,93;27.695.630,93;27.695.630,93;27.695.630,93;27.695.630,93;27.695.630,93;27.695.630,93;JJ;JJ
SDBC;27150;FIN 48 Valuation Reserve;400.262,72;400.262,72;400.262,72;400.262,72;400.262,72;400.262,72;400.262,72;HH;HH
SDBC;28500;Non0Qualified 401K Funds Payable;0;0;0;0;0;0;0;HH ;HH 
SDBC;29000;Other Non Current Liabilities;2.922,33;2.922,33;2.922,33;2.922,33;2.922,33;2.922,33;2.922,33;QQ;QQ
SDBC;29101;Lease Valuation Liability 0 Long Term;3.830.152,94;3.830.152,94;3.830.152,94;3.830.152,94;3.830.152,94;4.596.183,44;4.596.183,44;QQ;QQ
SDBC;31000;Common Stock;0;0;0;0;0;0;0;WW;WW
SDBC;31500;Add'l Paid0in Capital;0;0;0;0;0;0;0;WW;WW
SDBC;31510;Members Equity;0;0;0;0;0;0;0;WW;WW
SDBC;31551;Interco Equity;0;0;0;0;0;0;0;WW;WW
SDBC;32000;Dividends;85.410.010,68;85.410.010,68;85.410.010,68;85.410.010,68;85.410.010,68;85.410.010,68;85.410.010,68;WW;WW
SDBC;33020;Beginning Balance 0 Retained Earnings;8.844.678,31;5.492.457,03;5.492.457,03;5.492.457,03;5.492.457,03;6.831.050,14;6.831.050,14;WW;WW
SDBC;33040;RE 0 Current Year;0;0;0;0;0;0;0;WW;WW
SDBC;34100;Charges in Excess of Capital;0;0;0;0;0;0;0;WW;WW
SDBC;41001;Gross Sales;307.777.270,08;410.369.693,44;410.369.693,44;410.369.693,44;410.369.693,44;390.418.708,38;390.418.708,38;10;10
SDBC;41011;Sales 0 Military / Distributor;0;0;0;0;0;0;0;10;10
SDBC;41201;Royalty Revenue;35.797,25;47.729,67;47.729,67;47.729,67;47.729,67;11.589,69;11.589,69;10;10
SDBC;41301;Gross Sales 0 Adjustments;0;0;0;0;0;0;0;10;10
SDBC;41501;Gross Sales 0 co0packing;0;0;0;0;0;0;0;10;10
SDBC;41502;Intercompany Gross Sales;13.028.091,50;17.370.788,67;17.370.788,67;17.370.788,67;17.370.788,67;21.996.646,83;21.996.646,83;10;10
SDBC;42001;Other Miscellaneous Inc/Exp;42.877,11;57.169,48;57.169,48;57.169,48;57.169,48;725.690,64;725.690,64;73;73
SDBC;42006;Gain on Sale of Assets;2.468.293,53;3.291.058,04;3.291.058,04;3.291.058,04;3.291.058,04;3.286,60;3.286,60;73;73
SDBC;42007;Investment Gain/Loss;0;0;0;0;0;0;0;73;73
SDBC;42009;Gain on Sale of Punica Assets;0;0;0;0;0;0;0;73;73
SDBC;42010;Discontinued Operations;0;0;0;0;0;0;0;73;73
SDBC;42011;Gain/Loss on Subsidiary Investment;0;0;0;0;0;0;0;73;73
SDBC;42013;Restructuring Expenses;0;0;0;0;0;180.000,00;180.000,00;73;73
SDBC;42014;Realized Hedging Gain/Loss 0 Logistics;0;0;0;0;0;0;0;73;73
SDBC;42015;Unrealized Hedging Gain/Loss 0 Logistics;0;0;0;0;0;0;0;73;73
SDBC;42016;Realized FX Hedging Gain/Loss;0;0;0;0;0;0;0;73;73
SDBC;42018;Realized Hedging Gain/Loss 0 raw/pack;0;0;0;0;0;0;0;73;73
SDBC;42019;Unrealized Hedging Gain/Loss 0 raw/pack;0;0;0;0;0;0;0;73;73
SDBC;42020;M&A Transaction Expenses;0;0;0;0;0;0;0;73;73
SDBC;46001;Cash Discounts;5.107.298,25;6.809.731,00;6.809.731,00;6.809.731,00;6.809.731,00;6.670.724,14;6.670.724,14;10;10
SDBC;46002;Losses/Returns;1.265.999,18;1.687.998,91;1.687.998,91;1.687.998,91;1.687.998,91;2.182.845,79;2.182.845,79;10;10
SDBC;46003;Trade Promotions;15.329.088,02;20.438.784,03;20.438.784,03;20.438.784,03;20.438.784,03;86.819.109,02;86.819.109,02;10;10
SDBC;46004;Slotting;61.384,98;81.846,64;81.846,64;81.846,64;81.846,64;483.556,00;483.556,00;10;10
SDBC;46005;Off Invoice Allowance;54.583.905,06;72.778.540,08;72.778.540,08;72.778.540,08;72.778.540,08;16.847.184,99;16.847.184,99;10;10
SDBC;46006;Markdown/Closeout Allowance;133.284,57;177.712,76;177.712,76;177.712,76;177.712,76;100.673,09;100.673,09;10;10
SDBC;46007;Warehousing 0 Allowances;112.502,59;150.003,45;150.003,45;150.003,45;150.003,45;32.319,96;32.319,96;10;10
SDBC;46008;Swell Allowance;917.371,84;1.223.162,45;1.223.162,45;1.223.162,45;1.223.162,45;321.412,26;321.412,26;10;10
SDBC;46009;Customer Pick0Up Allowance;6.581.101,05;8.774.801,40;8.774.801,40;8.774.801,40;8.774.801,40;8.873.575,72;8.873.575,72;10;10
